# time stamp,yA,yB,yC,yD,yE,defect1,defect2,defect3,defect4,defect5,defect6,defect7,defect8,defect9,defect10
0.000000,1.927421,174.491782,3.523271,146.342424,28.994019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200401,1.732223,180.119456,57.892865,143.090276,28.262229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400802,5.464471,171.166115,88.046131,149.153175,27.432479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.601202,3.406093,171.458804,106.688652,142.951208,26.940057,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.801603,6.688771,171.682754,115.364127,136.854443,27.340748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.002004,1.226158,175.062470,128.156349,136.151375,22.558478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.202405,7.762806,175.830511,137.300402,138.729217,22.909568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.402806,8.529682,176.575393,138.503904,135.662177,21.235363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.603206,2.211661,174.392938,142.074998,135.291732,23.666926,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.803607,7.682483,176.145089,150.702728,134.271525,26.017052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.004008,3.843686,180.904767,154.371245,132.115924,20.711907,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.204409,9.008022,183.434792,164.403610,133.075317,27.629009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.404810,1.018027,175.470157,169.095291,128.798827,24.702506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.605210,0.274895,177.754605,168.084731,133.476275,24.505842,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.805611,9.711586,175.723880,175.401097,128.497697,26.380667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.006012,0.192436,179.644525,172.474752,129.183316,29.966131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.206413,8.849022,181.683169,177.257329,126.019644,26.850455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.406814,9.291363,183.028498,175.659534,123.596401,28.985521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.607214,5.733275,183.633571,179.046630,121.355347,23.371407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.807615,9.792034,185.899354,185.797437,127.025563,26.401389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
