# time stamp,yA,yB,yC,yD,yE,defect1,defect2,defect3,defect4,defect5,defect6,defect7,defect8,defect9,defect10
0.000000,1.065550,172.526830,5.325582,152.236076,20.780145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200401,9.060686,170.580132,57.973914,145.652752,21.811283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400802,0.627727,178.302001,81.157850,149.834424,22.343168,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.601202,1.495549,179.423671,98.688305,145.664367,20.705060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.801603,5.928680,171.884920,112.261890,146.116915,26.732751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.002004,5.904690,177.937743,122.090359,138.880559,23.723888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.202405,2.395617,173.134953,133.218586,142.022566,26.557836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.402806,9.033217,174.849779,134.952248,135.114670,23.314003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.603206,9.147342,174.801923,146.780124,131.004923,29.054962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.803607,1.082911,177.091843,154.399820,139.036301,28.054557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.004008,1.219568,181.356765,158.614302,135.129198,24.719370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.204409,9.639190,174.654521,157.721973,130.381127,23.520166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.404810,1.176675,178.152995,160.907893,125.890332,24.378795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.605210,6.912369,180.361099,166.700651,129.041648,28.934610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.805611,5.465294,178.458805,167.368493,132.149270,22.912091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.006012,0.283804,182.321629,176.566665,123.430259,29.526356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.206413,8.386175,183.967056,176.148013,123.820297,25.495554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.406814,0.554909,179.128590,182.406190,123.614024,20.055944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.607214,6.396796,184.392030,187.638415,123.933004,21.323171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.807615,3.662432,186.653869,184.573331,125.892549,26.734070,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.008016,1.404826,182.546851,190.441476,119.764853,20.870096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.208417,6.233327,185.156392,185.388082,120.198937,24.954590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.408818,7.425067,182.510672,195.785320,117.501291,21.929271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.609218,7.330812,184.164846,197.427551,120.574758,27.976784,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.809619,3.304568,184.456104,200.358891,118.047318,25.206308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.010020,2.590146,181.969840,202.322584,118.432990,26.463790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.210421,3.834734,184.096785,201.315410,119.407638,21.677421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.410822,3.883996,179.200516,198.071134,119.314804,24.752099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.611222,8.624205,179.443330,201.794788,114.139714,23.407351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.811623,7.175646,180.095870,203.178142,111.592536,22.926487,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.012024,4.837448,184.094982,201.978249,114.441811,22.519876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.212425,9.800342,179.754876,207.904011,108.393488,28.314111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.412826,2.722456,180.637120,204.636231,112.108885,25.433234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.613226,3.819077,186.896860,213.088492,112.789000,29.673920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.813627,4.764394,181.709067,211.238162,111.672521,20.008976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.014028,9.985753,180.789309,212.065865,109.690128,23.669992,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.214429,5.116386,188.215861,216.444440,107.260842,27.418779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.414830,8.768369,188.443273,216.490395,107.738091,23.903980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.615230,0.426622,180.415481,214.017264,103.348724,29.165635,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.815631,2.681440,186.331061,219.528717,103.449803,20.816353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.016032,8.562452,184.120495,214.577214,104.061040,29.846421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.216433,5.334619,183.825902,215.594130,102.068374,26.694990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
